Date Updated,Agency,Contracting Office Agency ID,Agency Office Name,Agency Office ID,Funding Agency Name,Funding Agency ID,Funding Office Name,Funding Office ID,Contract Date Signed,Award Status,Award Type,Modification Number,Procurement Identifier,Modification Reason, Ceiling Value , Value ,NAICS Code,NAICS Description,Performance Start Date,Product/Service Code,Product/Service Description,Description of Requirements,Vendor Entity ID,Vendor Legal Business Name,Vendor Business Types,Vendor Certifications,Congressional District,Vendor Socio-Economic Data,Vendor Zip+4,FPDS Source
2/18/25,Department of Transportation,6901,693JK4 OST,693JK4,OFFICE OF THE SECRETARY,6901,OST OFFICE OF THE IMMEDIATE SEC.,693JK6,2/26/25,Final,BPA Call,P00002,6901 693JK424F96017N,FUNDING ONLY ACTION," $599,825.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/30/24,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,"The purpose of this modification to Summome Native Ventures, LLC
(Limit 250 characters)
BPA 693JK423A600001 Call Order 693JK424F96017 is to de-obligate
funding in the amount of $78,282.40 as follows:",DRB4CPKGSA45,SUMMOME NATIVE VENTURES LLC,Partnership or Limited Liability Partnership,SBA Certified 8(a) Joint Venture,ALABAMA 01,"Minority-Owned Business
Native American Owned
Tribally Owned Firm
Self-Certified Small Disadvantaged Business",365023513,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424F96017N&modNumber=P00002&idvAgencyID=&idvPIID=693JK423A600001&contractType=AWARD
2/18/25,Department of Transportation,6901,693JK4 OST,693JK4,OFFICE OF THE SECRETARY,6901,OST OFFICE OF THE IMMEDIATE SEC.,693JK6,2/11/25,Final,BPA Call,P00002,6901 693JK424F96020N,OTHER ADMINISTRATIVE ACTION," $697,035.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/30/24,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,"The purpose of this Administrative modification is to correct the
(Limit 250 characters)
Call Order number mentioned on modification P00001 dated 1/22/2025.
Current: 248
The correct call order number is 693JK424F96020N not
693 424 96017",DRB4CPKGSA45,SUMMOME NATIVE VENTURES LLC,Partnership or Limited Liability Partnership,"SBA Certified 8(a) Joint Venture
Self-Certified Small Disadvantaged Business",ALABAMA 01,"Minority-Owned Business
Native American Owned
Tribally Owned Firm",365023513,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424F96020N&modNumber=P00002&idvAgencyID=&idvPIID=693JK423A600001&contractType=AWARD
2/14/25,Department of Transportation,6925,693JJ3 ACQUISITION AND GRANTS MGT,693JJ3,FEDERAL HIGHWAY ADMINISTRATION,6925,"FHWA OFC OF PLANNING, ENVIRONMENT",693JH7,2/5/24,Final,BPA Call,P00001,693JJ323F00397N,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE," $798,957.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/26/23,AS12,TRANSPORTATION R&D SERVICES; SURFACE TRANS,"The purpose of this modification is to remove Task 2 from the
(Limit 250 characters)
Statement of Work and add additional funding for Task 5 due to
Current: 165
higher than anticipated required effort.",QHBLBNKKV4U3,"ICF INCORPORATED, L.L.C.","For Profit Organization
Limited Liability Corporation",,VIRGINIA 11,,220316050,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ323F00397N&modNumber=P00001&idvAgencyID=&idvPIID=693JJ322A000021&contractType=AWARD
2/14/25,Department of Transportation,6940,693JJ9 NHTSA OFFICE OF ACQUISTION,693JJ9,NATIONAL HIGHWAY TRAFFIC SAFETY ADM,6940,693JJ9 NHTSA OFFICE OF ACQUISTION,693JJ9,9/24/24,Final,Delivery/Task Order,P00002,693JJ923F000270,EXERCISE AN OPTION," $4,388,666.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/27/23,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMEN,"Financial, Budgetary, and OAMS Support Services",RCAAJWT92AF6,TRUST CONSULTING SERVICES INC.,"Corporate Entity, Not Tax Exempt","SBA Certified 8(a) Program Participant
SBA Certified HUBZone Firm
DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",DISTRICT OF COLUMBIA 98,"Minority-Owned Business
Black American Owned
Service-Disabled Veteran-Owned Business
Veteran-Owned Business",200362657,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6940&PIID=693JJ923F000270&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA19D00A6&contractType=AWARD
2/14/25,Department of Transportation,6920,693KA9 CONTRACTING FOR SERVICES,693KA9,FEDERAL AVIATION ADMINISTRATION,6920,FAA,693JG2,8/19/24,Final,BPA Call,P00007,693KA920F00179,EXERCISE AN OPTION," $812,512.00 "," $37,798.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,8/24/20,R499,SUPPORT- PROFESSIONAL: OTHER,"MOD P00007 Exercise Option, extend Pop and add funding.",RR2VC8Y3MK47,"NATIONWIDE IT SERVICES, INC.","Corporate Entity, Not Tax Exempt",Self-Certified Small Disadvantaged Business,VIRGINIA 11,"Minority-Owned Business
Asian-Pacific American Owned
Service-Disabled Veteran-Owned Business
Veteran-Owned Business",223121461,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6920&PIID=693KA920F00179&modNumber=P00007&idvAgencyID=&idvPIID=DTFAWA10A00073&contractType=AWARD
2/18/25,Department of Transportation,6901,693JK4 OST,693JK4,OFFICE OF THE SECRETARY,6901,WCF OFFICE OF THE IMMEDIATE SEC.,693JK5,1/7/25,Final,BPA Call,P00002,693JK424F95011N,FUNDING ONLY ACTION," $73,215.00 "," $46,052.00 ",541620,ENVIRONMENTAL CONSULTING SERVICES,1/23/24,B510,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSE,"The purpose of is modification is to fully fund previously
exercised Option Year 1 of Call Order
693JK424A500005/693JK424F95011N in the amount of $13,912.50.",KVRNJ45KDPJ1,"MAXXIMUS ENVIRONMENTAL, INC","Corporate Entity, Not Tax Exempt","DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",MARYLAND 08,"Minority-Owned Business
Hispanic American Owned",208521497,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424F95011N&modNumber=P00002&idvAgencyID=&idvPIID=693JK424A500005&contractType=AWARD
2/14/25,Department of Transportation,6947,6923G5 GREAT LAKES ST LAWRENCE SWY,6923G5,GREAT LAKES ST. LAWRENCE SEAWAY DE,6947,6923G5 GREAT LAKES ST LAWRENCE SWY,6923G5,5/10/24,Final,Purchase Order,P00001,69476923G524P0112,EXERCISE AN OPTION," $79,789.00 "," $49,325.00 ",516210,"MEDIA STREAMING DISTRIBUTION SERVICES, SOCIA",5/10/23,DH10,IT AND TELECOM - PLATFORM AS A SERVICE: DATABA,Media Subscription Services,T8JGE1LE8933,"POLITICO, LLC",Partnership or Limited Liability Partnership,,VIRGINIA 08,,222093927,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6947&PIID=6923G524P0112&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Department of Transportation,6901,693JK4 OST,693JK4,OFFICE OF THE SECRETARY,6901,693JK4 OST,693JK4,12/18/24,Final,Delivery/Task Order,P00001,693JK424F75008N,EXERCISE AN OPTION," $60,825.00 "," $49,825.00 ",519290,WEB SEARCH PORTALS AND ALL OTHER INFORMATIO,2/4/24,DJ01,IT AND TELECOM - SECURITY AND COMPLIANCE SUP,"The purpose of this modification is to exercise option period (1)
of the subject contract in the amount of $0.",T8JGE1LE8933,POLITICO LLC,Partnership or Limited Liability Partnership,,VIRGINIA 08,,222093927,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424F75008N&modNumber=P00001&idvAgencyID=&idvPIID=03310323D0056&contractType=AWARD
2/14/25,Department of Transportation,6925,693JJ3 ACQUISITION AND GRANTS MGT,693JJ3,FEDERAL HIGHWAY ADMINISTRATION,6925,"FHWA OFC OF PLANNING, ENVIRONMENT",693JH7,11/7/24,Final,BPA Call,P00001,693JJ323F00405N,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE," $389,592.00 "," $54,028.00 ",541620,ENVIRONMENTAL CONSULTING SERVICES,9/26/23,AS12,TRANSPORTATION R&D SERVICES; SURFACE TRANS,"The purpose of this modification is to extend the period of
performance through 07/31/2025.",WSEZME8NNBA8,"CADMUS GROUP LLC, THE","Corporate Entity, Not Tax Exempt
For Profit Organization
Subchapter S Corporation",,,,02451,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ323F00405N&modNumber=P00001&idvAgencyID=&idvPIID=693JJ322A000019&contractType=AWARD
2/18/25,Department of Transportation,6901,693JK4 OST,693JK4,OFFICE OF THE SECRETARY,6901,OST-R OFFICE OF THE IMMEDIATE SEC.,693JK8,9/30/22,Final,BPA Call,P00002,693JK422F800001,FUNDING ONLY ACTION," $887,913.00 "," $100,000.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,3/31/22,R605,SUPPORT- ADMINISTRATIVE: LIBRARY,"Modification to correct CALL ceiling fully fund CALL
(Limit 250 characters)
#693JK422F800001, Library Support Services.
Current: 97",CMVLQH8CKYQ5,"FEDWRITERS, INC.","Corporate Entity, Not Tax Exempt","SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",VIRGINIA 11,"Minority-Owned Business
Asian-Pacific American Owned",220302520,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK422F800001&modNumber=P00002&idvAgencyID=&idvPIID=693JK422A800003&contractType=AWARD
2/14/25,Department of Transportation,6925,693JJ3 ACQUISITION AND GRANTS MGT,693JJ3,FEDERAL HIGHWAY ADMINISTRATION,6925,FHWA OFFICE OF HUMAN RESOURCES,693JH2,2/13/24,Final,Delivery/Task Order,P00002,693JJ322F00248N,EXERCISE AN OPTION," $285,000.00 "," $114,000.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,8/19/22,U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEV,A new award for the Excellence in Government award.,ZCCVNJ2LNMC3,"PARTNERSHIP FOR PUBLIC SERVICE,","Corporate Entity, Tax Exempt",,98,Non Profit Organization,200052028,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ322F00248N&modNumber=P00002&idvAgencyID=&idvPIID=GS10F0140V&contractType=AWARD
2/14/25,Department of Transportation,6925,693JJ3 ACQUISITION AND GRANTS MGT,693JJ3,FEDERAL HIGHWAY ADMINISTRATION,6925,"FHWA OFC OF PLANNING, ENVIRONMENT",693JH7,12/12/24,Final,BPA Call,P00003,693JJ323F00061N,FUNDING ONLY ACTION," $494,162.00 "," $169,659.00 ",541620,ENVIRONMENTAL CONSULTING SERVICES,3/9/23,AS12,TRANSPORTATION R&D SERVICES; SURFACE TRANS,"Increase funding to the Cost Reimbursable Travel CLIN 00201 in the
amount of $4000.00.",WSEZME8NNBA8,"CADMUS GROUP LLC, THE","Corporate Entity, Not Tax Exempt
For Profit Organization
Subchapter S Corporation",,,,02451,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ323F00061N&modNumber=P00003&idvAgencyID=&idvPIID=693JJ322A000019&contractType=AWARD
2/14/25,Department of Transportation,6901,693JK4 OST,693JK4,OFFICE OF THE SECRETARY,6901,OST OFFICE OF THE IMMEDIATE SEC.,693JK6,2/21/24,Final,Purchase Order,P00002,693JK422P600004,EXERCISE AN OPTION," $489,548.00 "," $193,118.00 ",511199,ALL OTHER PUBLISHERS,1/31/22,7630,NEWSPAPERS AND PERIODICALS,"The purpose of this modification is to Exercise Option Two on
Purchase Order Number 693JK422P600004 with POLITICO Pro online
subscription.",T8JGE1LE8933,"POLITICO, LLC",Partnership or Limited Liability Partnership,,VIRGINIA 08,,222093927,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK422P600004&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Department of Transportation,6901,693JK4 OST,693JK4,OFFICE OF THE SECRETARY,6901,OST OFFICE OF THE IMMEDIATE SEC.,693JK6,8/28/24,Final,Definitive Contract,0,693JK424C600005,," $265,512.00 "," $215,512.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,8/26/24,R418,SUPPORT- PROFESSIONAL: LEGAL,"The purpose of this contract is to seek the services of the
contractor to provide Writing Coach Services (FADS Reviewer)
services. The FAD Reviewer is a highly skilled experienced
f i l h ibilit i t ft fi l",W1UBHUGY7KZ9,"AURORA TECHNICAL SYSTEMS, LLC","Corporate Entity, Not Tax Exempt","SBA Certified 8(a) Program Participant, DoT Certified Disadvantaged Business Enterprise, Self-Certified Small Disadvantaged Business",MARYLAND 04,"Black American Owned, Women-Owned Business, Women-Owned Small Business",207213035,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424C600005&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD
2/14/25,Department of Transportation,6940,693JJ9 NHTSA OFFICE OF ACQUISTION,693JJ9,NATIONAL HIGHWAY TRAFFIC SAFETY ADM,6940,693JJ9 NHTSA OFFICE OF ACQUISTION,693JJ9,5/17/24,Final,Delivery/Task Order,0,693JJ924F00043N,," $733,562.00 "," $270,195.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,5/3/24,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/,"TITLE: Community Enhanced Traffic Enforcement (CENTRE)
(Limit 250 characters)",D3LHU66KBLD5,UNIVERSITY OF NORTH CAROLINA AT,"Educational Institution, Non Profit Organization, Educational Entities, State Controlled Institution of Higher Learning",,NORTH CAROLINA 04,,275995023,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6940&PIID=693JJ924F00043N&modNumber=0&idvAgencyID=&idvPIID=693JJ924D000004&contractType=AWARD
2/6/25,Department of Transportation,6957,693JK3 ACQUISITION SERVICES DIV.,693JK3,PIPELINE AND HAZARDOUS MATERIALS SA,6957,693JK3 ACQUISITION SERVICES DIV.,693JK3,1/15/25,Final,Delivery/Task Order,P00001,693JK324F00009N,OTHER ADMINISTRATIVE ACTION," $295,000.00 "," $295,000.00 ",541620,ENVIRONMENTAL CONSULTING SERVICES,1/8/24,F999,OTHER ENVIRONMENTAL SERVICES,"The purpose of this modification is to extend the period of
(Limit 250 characters) performance by twelve (12) months at no additional cost to the
Current: 250 United States Federal Government on existing Deliver/Task Order
693 324 00009 f hi d t S bj t tt t (S ) f",CKFZMK7X16M1,"RESEARCH PLANNING, INC.","Corporate Entity, Not Tax Exempt",,SOUTH CAROLINA 06,"Women-Owned Business
Women-Owned Small Business",292013137,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6957&PIID=693JK324F00009N&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA19D003K&contractType=AWARD
2/6/25,Department of Transportation,6940,693JJ9 NHTSA OFFICE OF ACQUISTION,693JJ9,NATIONAL HIGHWAY TRAFFIC SAFETY ADM,6940,693JJ9 NHTSA OFFICE OF ACQUISTION,693JJ9,9/19/24,Final,Delivery/Task Order,P00002,693JJ922F00194N,EXERCISE AN OPTION," $5,048,145.00 "," $349,257.00 ",541330,ENGINEERING SERVICES,9/28/22,B510,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSE,"ACTION: Bilateral Modification to exercise and fully fund
option period 1 of Task Order 693JJ922F00194N",QHBLBNKKV4U3,"ICF INCORPORATED, L.L.C.","For Profit Organization
Limited Liability Corporation",,VIRGINIA 11,,201905231,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6940&PIID=693JJ922F00194N&modNumber=P00002&idvAgencyID=&idvPIID=GS00Q14OADU119&contractType=AWARD
2/14/25,Department of Transportation,6925,693JJ3 ACQUISITION AND GRANTS MGT,693JJ3,FEDERAL HIGHWAY ADMINISTRATION,6925,FHWA OFFICE OF HUMAN RESOURCES,693JH2,1/22/25,Final,Delivery/Task Order,P00001,693JJ324F00217N,EXERCISE AN OPTION," $565,470.00 "," $349,270.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,7/17/24,U004,EDUCATION/TRAINING- SCIENTIFIC/MANAGEMENT,The purpose of this modification is to exercise option year 1,YZUCELZVKTF6,TECHNICAL MANAGEMENT SERVICES,Partnership or Limited Liability Partnership,,COLORADO 04,"Women-Owned Business
Women-Owned Small Business
For Profit Organization
Limited Liability Corporation",801085504,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ324F00217N&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA18D00F1&contractType=AWARD
2/6/25,Department of Transportation,6953,693JJ4 OFFICE OF ACQUISITION MGT,693JJ4,FEDERAL MOTOR CARRIER SAFETY ADMIN,6953,693JJ4 OFFICE OF ACQUISITION MGT,693JJ4,2/25/25,Final,Delivery/Task Order,P00008,693JJ420F000017,CHANGE ORDER," $5,482,787.00 "," $356,376.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,7/10/20,R706,SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,"Modification: De-Scope the order of all environmental related
provisions in accordance with Executive Orders 14148 and 14154.",PJ6DP7UKEZQ9,"ELOCEN GROUP LLC, THE","For Profit Organization
Limited Liability Corporation","SBA Certified Small Disadvantaged Business
SBA Certified 8(a) Program Participant
DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",DISTRICT OF COLUMBIA 98,"Minority-Owned Business
Black American Owned
Women-Owned Business
Women-Owned Small Business",200024406,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6953&PIID=693JJ420F000017&modNumber=P00008&idvAgencyID=&idvPIID=GS29F0003Y&contractType=AWARD
2/14/25,Department of Transportation,6901,693JK4 OST,693JK4,OFFICE OF THE SECRETARY,6901,OST OFFICE OF THE IMMEDIATE SEC.,693JK6,9/29/23,Final,Definitive Contract,0,693JK423C600012,," $447,563.00 "," $363,338.00 ",541620,ENVIRONMENTAL CONSULTING SERVICES,9/29/23,F999,OTHER ENVIRONMENTAL SERVICES,a new energy and sustainability contract with RMS Nicklaus JV LLC,UKRWXDUXB7K4,"RMS NICKLAUS JV, LLC",Partnership or Limited Liability Partnership,"SBA Certified 8(a) Joint Venture
Self-Certified Small Disadvantaged Business",CALIFORNIA 24,Hispanic American Owned,930013801,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK423C600012&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD
2/6/25,Department of Transportation,6925,693JJ3 ACQUISITION AND GRANTS MGT,693JJ3,FEDERAL HIGHWAY ADMINISTRATION,6925,FHWA - NATIONAL HIGHWAY INSTITUTE,693456,9/23/24,Final,Delivery/Task Order,0,693JJ324F00436N,," $559,508.00 "," $394,473.00 ",611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT,9/24/24,U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEV,"Create a new delivery task order for Course 142095 Environmental
Justice Analysis in the National Environmental Policy Act (NEPA).",HNETQXJ3WAL7,WHITESPACE INNOVATIONS INC,"Corporate Entity, Not Tax Exempt",,ALABAMA 05,Veteran-Owned Business,358056214,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ324F00436N&modNumber=0&idvAgencyID=&idvPIID=47QREB19D0025&contractType=AWARD
2/14/25,Department of Transportation,6925,693JJ3 ACQUISITION AND GRANTS MGT,693JJ3,FEDERAL HIGHWAY ADMINISTRATION,6925,"FHWA OFC OF PLANNING, ENVIRONMENT",693JH7,4/11/24,Final,BPA Call,P00002,693JJ323F00161N,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE," $2,605,644.00 "," $661,501.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,6/26/23,AS12,TRANSPORTATION R&D SERVICES; SURFACE TRANS,"The purpose of this modification is to increase the ceiling value
for CLIN 00201 (Tasks 9-11) and add funding to CLIN 00201.",QHBLBNKKV4U3,"ICF INCORPORATED, L.L.C.","For Profit Organization
Limited Liability Corporation",,VIRGINIA 11,,220316050,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ323F00161N&modNumber=P00002&idvAgencyID=&idvPIID=693JJ322A000021&contractType=AWARD
2/6/25,Department of Transportation,6925,693JJ3 ACQUISITION AND GRANTS MGT,693JJ3,FEDERAL HIGHWAY ADMINISTRATION,6925,"FHWA OFC OF PLANNING, ENVIRONMENT",693JH7,10/28/22,Final,BPA,P00001,693JJ322A000021,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE," $2,605,644.00 "," $661,501.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/30/22,AS12,TRANSPORTATION R&D SERVICES; SURFACE TRANS,"The purpose of this no-cost modification is to remove Scott Struck
(Key Personnel) as Project Manager for Task Area B, and to replace
him with Marc Leisenring. All other terms and conditions remain",QHBLBNKKV4U3,"ICF INCORPORATED, L.L.C.","For Profit Organization
Limited Liability Corporation",,VIRGINIA 11,,220316050,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6925&PIID=693JJ322A000021&modNumber=P00001&idvAgencyID=&idvPIID=GS00F010CA&contractType=IDV
2/14/25,Department of Transportation,6901,693JK4 OST,693JK4,OFFICE OF THE SECRETARY,6901,OST OFFICE OF THE IMMEDIATE SEC.,693JK6,2/10/25,Final,BPA Call,P00004,693JK424F96008N,OTHER ADMINISTRATIVE ACTION," $2,573,644.00 "," $1,053,588.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,5/14/24,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,"The purpose of this a no-cost modification in support of BPA Number
(Limit 250 characters)
693JK418A600024, Call Number 693JK424F96008N, Organizational
Current: 250
Assessment, Future State Operation Model, and Implementation
S t i t i d t d SO hi ti i i d t",EKL9GHBN21A1,GRANT THORNTON LLP,Partnership or Limited Liability Partnership,,ILLINOIS 07,,606013370,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6901&PIID=693JK424F96008N&modNumber=P00004&idvAgencyID=&idvPIID=693JK418A600024&contractType=AWARD
2/25/25,Department of Transportation,6940,693JJ9 NHTSA OFFICE OF ACQUISTION,693JJ9,NATIONAL HIGHWAY TRAFFIC SAFETY ADM,6940,693JJ9 NHTSA OFFICE OF ACQUISTION,693JJ9,9/5/24,Final,Delivery/Task Order,0,693JJ924F00109N,," $3,555,723.00 "," $2,550,736.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/6/24,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,Section 1906 Racial Profiling Data Collection Technical Assistance,PFSLMY1VAK71,BCT PARTNERS LLC,,"['SBA Certified Small Disadvantaged Business', 'SBA Certified 8(a) Program Participant', 'DoT Certified Disadvantaged Business Enterprise']",NEW JERSEY 10,,071033567,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6940&PIID=693JJ924F00109N&modNumber=0&idvAgencyID=&idvPIID=GS10F0299U&contractType=AWARD
2/14/25,Department of Transportation,6920,693KA9 CONTRACTING FOR SERVICES,693KA9,FEDERAL AVIATION ADMINISTRATION,6920,FAA,693JG2,12/4/24,Final,BPA Call,P00012,693KA921F00013,EXERCISE AN OPTION," $7,873,253.00 "," $5,826,671.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,12/23/20,R499,SUPPORT- PROFESSIONAL: OTHER,"MOD P00012 Exercise OY 4, extend POP and add funding",DJ3NZKMD4RN5,"SUPREME SOLUTIONS, INC.","Corporate Entity, Not Tax Exempt","SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",VIRGINIA 08,"Minority-Owned Business
Black American Owned",221501904,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6920&PIID=693KA921F00013&modNumber=P00012&idvAgencyID=&idvPIID=DTFAWA13A00225&contractType=AWARD
